File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/clusters/cluster.py,130,27,17,7,1,5,0
jax/_src/clusters/k8s_cluster.py,285,36,7,14,1,13,0
jax/_src/clusters/cloud_tpu_cluster.py,259,54,5,19,3,10,0
jax/_src/clusters/__init__.py,28,0,0,0,0,7,0
jax/_src/clusters/mpi4py_cluster.py,96,9,3,5,1,8,0
jax/_src/clusters/ompi_cluster.py,66,12,5,5,1,4,0
jax/_src/clusters/slurm_cluster.py,70,16,8,5,1,3,0
jax/_src/nn/__init__.py,13,0,0,0,0,0,0
jax/_src/nn/initializers.py,706,32,10,26,1,15,1
jax/_src/nn/functions.py,1513,119,24,48,0,26,1
jax/_src/numpy/setops.py,1133,91,19,17,3,20,0
jax/_src/numpy/polynomial.py,809,56,20,12,0,18,1
jax/_src/numpy/ufuncs.py,3866,177,6,120,0,19,1
jax/_src/numpy/ufunc_api.py,635,88,17,20,1,17,0
jax/_src/numpy/tensor_contractions.py,679,54,24,9,0,14,0
jax/_src/numpy/vectorize.py,358,34,12,9,0,12,0
jax/_src/numpy/array_creation.py,790,74,12,20,0,16,0
jax/_src/numpy/array_methods.py,1604,282,17,122,2,32,0
jax/_src/numpy/einsum.py,608,67,29,16,1,15,0
jax/_src/numpy/fft.py,1341,74,21,24,0,13,0
jax/_src/numpy/error.py,171,27,5,8,1,11,0
jax/_src/numpy/array_api_metadata.py,111,21,5,8,1,8,0
jax/_src/numpy/lax_numpy.py,9569,835,30,205,1,41,1
jax/_src/numpy/__init__.py,241,0,0,0,0,15,0
jax/_src/numpy/index_tricks.py,338,46,14,5,5,12,0
jax/_src/numpy/window_functions.py,182,10,2,5,0,8,0
jax/_src/numpy/linalg.py,2305,205,26,56,5,24,1
jax/_src/numpy/scalar_types.py,114,11,2,8,1,6,0
jax/_src/numpy/reductions.py,2956,267,50,78,0,22,1
jax/_src/numpy/sorting.py,443,28,9,6,0,10,0
jax/_src/numpy/indexing.py,1713,344,33,40,7,32,0
jax/_src/numpy/array_constructors.py,454,84,61,6,0,20,0
jax/_src/numpy/hijax.py,491,84,12,22,2,16,0
jax/_src/numpy/util.py,467,112,13,32,0,17,1
jax/_src/cudnn/fused_attention_stablehlo.py,2081,261,24,74,3,22,0
jax/_src/cudnn/__init__.py,15,0,0,0,0,1,0
jax/_src/cudnn/scaled_matmul_stablehlo.py,795,102,11,36,1,22,0
jax/_src/cudnn/fusion.py,86,6,2,5,0,7,0
jax/_src/third_party/__init__.py,0,0,0,0,0,0,0
jax/_src/third_party/scipy/signal_helper.py,93,12,11,2,0,7,0
jax/_src/third_party/scipy/__init__.py,0,0,0,0,0,0,0
jax/_src/third_party/scipy/linalg.py,116,7,6,4,0,10,0
jax/_src/third_party/scipy/interpolate.py,181,39,9,6,1,6,0
jax/_src/third_party/scipy/betaln.py,63,2,1,2,0,4,0
jax/_src/third_party/scipy/special.py,327,11,9,3,0,7,0
jax/_src/internal_test_util/lax_test_util.py,412,22,7,9,0,10,0
jax/_src/internal_test_util/deprecation_module.py,26,0,0,0,0,1,0
jax/_src/internal_test_util/__init__.py,13,0,0,0,0,0,0
jax/_src/internal_test_util/test_harnesses.py,3447,171,11,72,5,24,0
jax/_src/internal_test_util/export_back_compat_test_util.py,381,37,10,10,2,22,0
jax/_src/internal_test_util/export_back_compat_test_data/cuda_lu_cusolver_getrf.py,201,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/annotate_data_placement.py,319,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cpu_qr_lapack_geqrf.py,239,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/stablehlo_dynamic_approx_top_k.py,88,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/rocm_lu_rocsolver_getrf.py,219,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cpu_triangular_solve_blas_trsm.py,196,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/rocm_svd_hipsolver_gesvd.py,907,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cpu_tridiagonal_solve_lapack_gtsv.py,337,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/gpu_eigh_solver_syev.py,549,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/rocm_tridiagonal_hipsolver_sytrd.py,382,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cuda_threefry2x32.py,106,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cuda_eigh_cusolver_syev.py,361,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/tpu_Eigh.py,91,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/export_with_specified_sharding.py,42,0,0,0,0,0,0
jax/_src/internal_test_util/export_back_compat_test_data/cpu_svd_lapack_gesdd.py,442,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/tpu_ApproxTopK.py,97,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/tpu_Lu.py,61,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/export_with_multiple_meshes.py,34,0,0,0,0,0,0
jax/_src/internal_test_util/export_back_compat_test_data/rocm_threefry2x32.py,106,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cuda_tridiagonal_solve.py,87,0,0,0,0,2,0
jax/_src/internal_test_util/export_back_compat_test_data/cpu_tridiagonal_lapack_sytrd_hetrd.py,424,0,0,0,0,2,0
